"","Family Size","Males","Females","Natives","Not Natives","Male Occupation","Female Occupation","Born.slaves","Can.read","Can.write"
"3140",2,1,1,0,2,"Jobbing $4w","Washing",0,0,0
"3142",3,1,2,3,0,"1 Rag & Bone","Rag & Bone & Washing",0,0,0
"3143",2,1,1,0,2,"Shoe Maker","House Cleaner",0,0,1
"3145",4,1,3,3,1,"Jobbing","unemployed",0,0,1
"3147",3,2,1,2,1,"Coachman $14mo","Washing & etc.",0,2,0
"3148",2,1,1,2,0,"Laborer $6w","Cooking $2w",0,0,2
"3150",4,1,3,3,1,"Porter in Store $5w","Washing & Ironing",0,0,0
"3151",3,1,2,0,3,"Porter in Store 6w","Washing & Ironing",0,0,3
"3152",4,1,3,2,2,"Shoe Maker","3 unemployed",0,3,0
"3153",4,2,2,2,2,"Laborer $5w","Cooking",0,0,1
"3154",7,4,3,4,3,"Works on Wharf","Washing & Days Work",0,0,1
"3155",2,1,1,0,2,"Makes Mats","Rag & Bone",0,0,0
"3156",7,2,5,7,0,"Homoney Dealer $6w","Washing & Ironing",0,0,1
"3157",3,2,1,0,3,"2 Laborers","Washing",0,0,0
"3158",6,3,3,4,2,"Waiter 14mo","Washinng & Ironing",0,0,0
"3161",8,4,4,6,2,"Whitewashing $200y","Washing 14mo",0,0,0
"3163",3,2,1,0,3,"rag & bone","rag picker",1,0,0
"3165",3,1,2,2,1,"Waiter 12mo","Washing & Ironing",0,0,1
"3166",4,1,3,1,3,"Porter $6","Washing & Ironing",0,0,1
"3167",6,5,1,6,0,"Tailor & Draper $350y","Shirt Maker",0,0,6
"3169",2,1,1,0,0,"Rag & Bone","Cuts Rags",0,0,1
"3170",3,1,2,3,0,"Laborer $5w","Washing & Ironing",0,0,1
"3171",4,2,2,2,2,"Laborer $6w","Washing",2,0,0
"3173",2,1,1,1,1,"Hair Dresser 15mo","Seamstress $3w",0,0,1
"3176",4,2,2,4,0,"Laborer $4w","Washing & Ironing",0,2,1
"3177",3,2,1,3,0,"S.Hand Clothes Dealer 14w","Washing & Ironing",0,0,2
"3178",4,1,3,0,4,"Brick Maker 28mo","Cooking  Cook  $1.50w",0,0,0
"3179",8,2,6,1,7,"Porter in Store $5w","Washing & Ironing $14mo",0,8,0
"3183",4,1,3,3,1,"Brick Maker, In Store $5w (6mo)$36mo","Days Work",0,0,2
"3184",3,1,2,0,2,"Waiter 12mo","Washing",0,0,2
"3185",3,2,1,2,1,"Seaman 22mo","weakly",0,0,1
"3186",5,2,3,1,4,"Waiter 12mo","Mantua Maker $3.00w",0,0,4
"3187",4,1,3,0,4,"Laborer $4w","Washing etc",1,0,1
"3189",2,1,1,0,2,"Laborer","Washing",0,0,0
"3190",3,1,2,1,2,"Wood Sawyer $4w","Washing & Ironing",0,1,0
"3192",2,1,1,0,2,"Rag & Bone etc","Rag & Bone",0,1,0
"3193",7,5,2,1,0,"Carter (his own) $7w","Washing & Ironing",0,0,6
"3194",4,2,2,0,4,"Laborer $5w","Washing & Ironing",0,2,1
"3195",3,1,2,3,0,"Brick Maker (7mo) $500y","Shop (Cake) $2.00w",0,0,3
"3196",5,2,3,3,2,"Carter $5w","Washing & Ironing",0,0,0
"3197",3,2,1,1,2,"Oysterman 20mo","House Work",0,0,1
"3198",5,3,2,5,0,"Waiter $12mo","Washing & Ironing",0,0,3
"3199",7,4,3,3,4,"Clergyman ","House Work",0,0,3
"3200",5,3,2,3,2,"Porter","Plain Sewing $3wk",0,0,5
"3201",9,4,5,9,0,"Oyster Cellar $20w","Washing & Ironing",0,0,3
"3202",3,1,2,3,0,"Carter (his own) $8w","Washing & Ironing",0,0,1
"3204",3,2,1,1,2,"Jobbing","Washing & Ironing $12mo",0,0,0
"3205",5,3,2,4,1,"Hair Dresser $12w","Washing",0,2,2
"3206",8,5,3,2,6,"Porter $6w","Washing & Ironing",0,2,0
"3207",7,3,4,0,7,"Oysterman $10w","House Work",0,0,1
"3208",9,5,4,6,0,"Jobbing $5w","Washing $20mo",0,0,0
"3210",3,2,1,3,0,"Laborer $3.50w","House Work",0,1,0
"3211",4,2,2,2,2,"Rag & Bone","Rag & Bone",0,0,0
"3212",7,4,3,7,0,"Waiter $10mo","Washing & Ironing",0,0,6
"3213",2,1,1,1,1,"Salt Carrier $3.00w","Days Work",0,2,0
"3215",4,1,3,3,1,"Waiter 12mo","Washing",0,0,1
"3216",10,5,5,8,2,"Farmer 15mo","Washing & Ironing",0,6,0
"3217",4,1,3,1,3,"Public Waiter 20mo","Washing & Ironing",0,4,2
"3218",2,1,1,2,0,"Public Waiter $8w","Washing & Ironing",0,0,2
"3219",3,1,2,1,2,"Jobing $1.00w","Carpet rags balls .50w",0,2,0
"3220",4,2,2,4,0,"Drives ice Cart in Summer Winter Cook $4.00w","Cook $1.50w",0,0,0
"3221",3,2,1,1,2,"Hod Carrier","Washing",0,0,0
"3222",2,1,1,1,1,"Sells Door Mats","Rag Picker",0,0,0
"3223",6,2,4,6,0,"Porter in Store $6w","Washing & Ironing",0,5,0
"3224",2,1,1,2,0,"boatman $5w","Cooking $2w",0,1,0
"3225",3,1,2,2,1,"L.H. Clothes Celler 14w","House Work",0,0,2
"3226",4,2,2,0,2,"Laborer $6w","Washing & Ironing",0,1,0
"3227",8,3,5,8,0,"Drayman $6w","Washing & Ironing",0,0,4
"3228",3,2,1,2,1,"Jobbing","Cuts rags Days Work",1,0,2
"3229",5,3,2,3,2,"Porter in Store $5.00w","Washing",0,2,0
"3230",2,1,1,1,1,"Public Waiter 25mo","Washing & Ironing",0,0,2
"3231",4,1,3,2,2,"Jobbing $4wk","Washing & Ironing",0,1,0
"3233",2,1,1,2,0,"Waiter $12mo","Washing & Ironing",0,0,1
"3234",10,5,5,9,1,"2 Bakers unempoloyed","Washing & Ironing",0,5,1
"3235",2,1,1,0,2,"Hod Carrier $3.50","Washing & Sewing etc",1,0,0
"3236",5,2,3,5,0,"Jobbing $3w","washing & Ironing",0,2,0
"3237",3,2,1,2,1,"Waiter (oyster Cellar) $7w","Washing & Ironing",0,3,2
"3238",4,2,2,3,1,"Porter $3.50w","General Work $1.25w",0,2,1
"3239",2,1,1,0,2,"Waiter $16mo","Washing & Ironing",0,0,0
"3243",4,2,2,3,1,"Carman (his own) $8w","Washing & Ironing",0,0,2
"3244",7,3,4,7,0,"Eating Celler $10w","Washing",0,1,1
"3245",3,2,1,3,0,"Porter $4w","Washing & Ironing $2.50w",0,1,0
"3246",5,3,2,3,2,"Carter $5w","Washing & Ironing",0,0,0
"3247",4,2,2,4,0,"Waiter in Oyster Celler $5w","Washing & Ironing",0,1,1
"3248",3,2,1,1,2,"Wood Sawyer $3w","Washing & Ironing",0,0,1
"3250",9,5,4,7,2,"Hair Dresser 32mo","House Work",0,3,1
"3251",7,1,6,5,2,"Farmer 12.50mo","Washing & Ironing",0,0,1
"3252",7,4,3,2,5,"Jobbing $7w","Washing",0,2,1
"3254",8,2,6,4,4,"Preacher","Sewing",0,5,2
"3255",3,1,2,0,0,"Seaman $12mo","Cook $1.25w",0,1,0
"3256",6,2,4,4,2,"Engineer $7w","Washing & Ironing",0,3,2
"3258",6,3,3,4,2,"Porter (weakly) 6mo $30mo","Washing & Whitewashing",0,2,0
"3259",4,1,3,2,2,"Porter","Cook $1.50w",0,0,0
"3261",2,1,1,0,2,"Rag & Bone","Rag & Bone",0,0,0
"3262",3,2,1,0,3,"Rag & Bone","Rag & Bone",0,0,0
"3263",3,1,2,3,0,"Laboratory $5w","Mantua Maker $3.00w",0,0,2
"3264",2,1,1,0,2,"Works on Wharf","Makes Mats",0,0,0
"3265",1,1,0,1,0,"Porter $5w","Washing & Ironing",0,0,1
"3267",7,1,6,5,2,"Waiter 12mo","Washing & Ironing",0,5,1
"3268",5,3,2,0,3,"Porter $6w","Washing",0,2,1
"3270",3,2,1,0,3,"House Carpenter $14w","House Work",0,3,2
"3274",5,2,3,0,5,"Porter $6w","Washing",0,0,0
"3275",4,1,3,1,3,"Public Waiter & Cloth Dealer 30mo","House Work",0,4,3
"3277",5,1,4,5,0,"Works on wharf","2 Cut Rags",0,1,0
"3278",6,2,4,2,4,"Laborer $4w","Washing & Ironing",0,0,2
"3279",3,1,2,0,3,"Laborer $5w","Cook $2.00w",0,0,0
"3280",3,2,1,1,2,"oysterman $4w","washing & Ironing",0,0,1
"3281",5,3,2,3,2,"Carpenter","House Work at Home",0,0,4
"3282",11,5,6,6,5,"2 Sailors 1 hat colorer (?)","2 Washing, 1Day's Work 75cts, 1 out $1.25w",2,4,2
"3283",5,2,3,2,3,"Hod Carrier","Cuts Rags",0,2,0
"3284",2,1,1,2,0,"Hair Dresser $10w","unemployed, house work at home",0,0,2
"3285",2,1,1,1,2,"Coachman 25mo","Cook 2.00w",0,2,1
"3288",5,3,2,5,0,"Jobbing","Days Work",0,0,1
"3289",2,1,1,1,1,"Porter","Cook $1.25",0,0,1
"3290",2,1,1,0,2,"Porter $4w","House Work",0,0,1
"3292",4,2,2,2,2,"Porter $6w","Washing",0,1,2
"3293",2,1,1,1,1,"Works in Ten Pin Alley $4.00w","at home wants work",0,0,1
"3294",4,1,3,4,0,"Laborer $5w","Washing & Ironing",0,0,1
"3295",4,1,3,1,3,"Boot Maker $6w","House Cleaner",1,2,0
"3296",4,3,1,1,3,"Seaman $18 mo","Washing & Ironing",0,0,1
"3297",5,3,2,0,5,"Coal Carrier","2 Cut Rags",0,0,0
"3299",4,2,2,1,3,"Porter $5w","Wasing &c",0,0,3
"3300",2,1,1,0,2,"Plasterer & Whitewasher $200y","Wants work Washing",1,2,0
"3301",2,1,1,2,0,"Sailor $15mo","Days Work",0,0,2
"3302",3,2,1,3,0,"Hostler $12mo","Days Work",0,2,0
"3303",9,3,6,7,2,"Dealer in tow linen &c $6w","Washing & ironing",0,3,0
"3305",8,1,7,8,0,"Farmer 15mo","Washing & Ironing",0,0,5
"3307",6,4,2,4,2,"Oysterman 24mo","Seamstress $3.00w",0,5,2
"3308",4,3,1,4,0,"Brick Maker (7mo) $20mo","House Work",0,0,3
"3309",5,3,2,4,1,"Morocco Dresser $4.50w","Cuts Carpet Rags",0,1,0
"3310",2,1,1,2,0,"Works in Market","Days Work",0,0,0
"3311",9,4,5,7,2,"Tailor 25mo","Seamstress $3.00w",0,0,3
"3312",6,3,3,3,3,"Porter in store $6w","Washing & Ironing",2,0,0
"3313",6,1,5,4,2,"Works in Market","Days Work",0,0,1
"3314",8,1,7,1,7,"Laborer $4w","Washing & Ironing",0,0,0
"3316",5,2,3,5,0,"Hair Dresser $20mo","Plain Sewing & Washing & Ironing $12mo",0,0,4
"3317",5,3,2,0,5,"Carter (his own) $8w","Washing & Ironing",0,0,1
"3319",7,2,5,5,2,"Coachman $20mo","House Work",0,4,3
"3320",4,1,3,4,0,"Waiter $10mo","Washing etc",0,2,1
"3321",4,1,3,3,1,"Oyster Celler (in) $6w","Washing & Ironing",0,4,3
"3322",4,1,3,1,3,"Porter $6w","Washing & Ironing",0,0,1
"3323",2,1,1,2,0,"in Oil Store $4w","Seamstress",0,0,0
"3324",2,1,1,0,2,"Laborer $6w","Washing & Ironing",0,2,0
"3325",4,2,2,3,1,"Oyster Celler $5w","Dress Maker",0,0,3
"3326",3,1,2,3,0,"Hod Carrier","Washing & General House Work",0,0,0
"3327",5,1,4,2,3,"Muffin Dealer $8w","Washing & Ironing",0,0,2
"3333",3,1,2,1,2,"Carter $5w","Washing & Ironing",0,0,1
"3334",8,4,4,2,6,"Preacher; 1 in store $5.00w","Washing & Dress Making; one a cook $1.50w",0,7,2
"3335",3,1,2,1,2,"Porter in Store $6w","House Work",0,0,2
"3338",9,5,4,9,0,"Jobbing $4w","Washing & Ironing",0,5,4
"3339",2,1,1,0,2,"Porter in Store 7w","Washing",0,0,1
"3340",3,2,1,2,1,"Farmer 15mo","Washing & ironing",1,0,0
"3341",4,1,3,1,3,"House Carpenter 6w","Washing",1,0,3
"3342",7,2,5,7,0,"Boot Maker $6w","House Work",0,0,0
"3343",5,3,2,1,2,"Fireman steamboat $20mo","Washing",0,1,0
"3345",2,1,1,2,0,"Hair Dresser","keeps shop",0,2,1
"3346",3,2,1,3,0,"Works on Wharf & Rag Picker","Days work",0,0,0
"3347",6,3,3,6,0,"Waiter 12mo","Washing & Ironing",0,0,4
"3348",3,2,1,2,1,"Porter in Store $6w","Washing & Ironing",0,2,1
"3349",2,1,1,1,1,"Laborer","Washing & Days Work",0,0,1
"3350",7,3,4,7,0,"Jobbing $4w","Washing & Ironing",0,2,0
"3351",5,4,1,5,0,"Biscuit Baker","$7.50w",0,1,1
"3353",4,2,2,4,0,"Black Smith 6mo","Washing & Ironing",0,2,1
"3354",5,2,3,0,5,"Hat Store $5wk","Cook $1.50wk",0,0,1
"3355",8,2,6,0,8,"Well & Cellar Digger","1 Washing & House Work $1.25w",1,0,6
"3357",3,2,1,1,2,"Porter $4w","Washing & Ironing",0,2,0
"3358",2,1,1,2,0,"Jobbing","Rag & Bone",0,1,0
"3363",4,1,3,2,2,"Boot Maker $5w","Washing & Ironing",0,1,0
"3364",2,1,1,0,2,"Jobbing","Rags etc",0,0,0
"3365",5,2,3,0,2,"Wood Sawyer $4w","Washing",0,0,0
"3366",3,1,2,1,2,"Coachman $12mo","Washing",0,1,2
"3367",8,4,4,6,2,"1 Porter 1 Sailor","Days Work etc",1,3,2
"3368",5,3,2,4,1,"B. Maker 6mo $30mo","1 at home, 1 Cooking $1.25w",0,3,1
"3369",5,1,4,5,0,"Laborer $5w","Washing & ironing",0,0,4
"3370",4,2,2,4,0,"Hair Dresser $13w ","House Keeper",0,3,2
"3371",3,2,1,0,3,"Laborer $3w","Washing & Ironing",1,1,0
"3372",3,2,1,0,3,"Clergyman 100y","House Cleaning",0,0,2
"3373",7,5,2,4,3,"Porter $6w","Washing & Ironing",0,0,4
"3374",5,1,4,3,2,"Wood Sawyer $2.50w","Washing & Ironing",0,0,0
"3375",2,1,1,1,1,"Waiter $12mo","Plain Sewing",0,0,1
"3378",8,4,4,0,8,"Sailor $18mo","Days Work",1,5,1
"3379",3,1,2,2,1,"Porter in Store $6w","Washing & Ironing",0,0,1
"3380",6,3,3,4,2,"Carter $5w","Washing & Ironing",0,2,1
"3381",2,2,0,2,0,"Wood Sawyer"," $3w",0,1,0
"3382",6,2,4,2,4,"Seaman 22mo","Washing & Ironing",0,1,0
"3383",3,2,1,3,0,"Rag & Bone","2 Rag & Bone",0,0,0
"3384",3,2,1,1,2,"Rag & Bone","Rag & Bone Days Work",0,0,1
"3385",3,2,1,3,0,"Carter $6 w","House Work",0,0,1
"3386",6,4,2,6,0,"Dog Catcher","Women do own work",0,0,0
"3387",2,1,1,1,1,"Works on Wharf","Rag & Bone Picker",0,0,0
"3389",3,1,2,2,1,"Laborer $4w","House Cleaning",0,2,1
"3390",4,2,2,2,2,"Wood Sawyer $4w","Washing",0,1,0
"3391",4,1,3,2,2,"Coachman $12mo","at home (Works)",0,0,1
"3392",8,7,1,8,0,"Stove Store (in)  $4w","Shop Keeper (Cakes) $4.00w",0,4,2
"3395",9,3,6,1,8,"Works on Wharf","Days Work, 1 Dress Maker",0,3,2
"3396",2,1,1,1,1,"Carter $5.00","Works at Home",0,0,0
"3397",3,2,1,0,3,"2 Work in the Market","rag picker",0,1,0
"3399",5,2,3,4,1,"1 Porter $30mo 1 Waiter $16mo","at Home (Works)",0,0,5
"3400",3,1,2,0,3,"Porter","This Woman Plays the Fiddle etc",0,1,0
"3401",4,1,3,3,1,"2 Rag & Bone","1 Washing etc",0,0,0
"3402",7,3,4,2,5,"Teamster 350y","Washing & Ironing",0,0,1
"3404",2,1,1,0,2,"Laborer","Rag & Bone",0,0,0
"3405",6,1,5,4,2,"Waiter $10m","Washing etc",0,0,0
"3407",6,3,3,5,1,"Laborer $6w","Washing & Ironing",1,4,3
"3409",2,1,1,0,2,"Rag Picker $1.50w","Cuts & Sells Carpet Rags",0,0,0
"3410",4,2,2,0,4,"Laborer 7w","Dress Maker",0,0,3
"3411",4,2,2,2,2,"Shoe Maker $26mo","Plain Sewing",0,0,2
"3413",5,4,1,4,1,"Laborer","Washing (sick)",0,3,1
"3415",4,2,2,2,2,"Porter $5w","Washing & Ironing",0,0,1
"3416",2,1,1,2,0,"Laborer $4w","Washing & Ironing",0,0,0
"3417",3,2,1,0,3,"Boot Cleaner $30mo","washing",0,0,3
"3418",4,3,1,0,4,"Laborer","Washing",0,0,0
"3419",6,2,4,6,0,"Public Waiter 28 mo","House Work",0,0,1
"3420",2,1,1,0,2,"Wood Sawyer $3w","Washing & Ironing",2,1,0
"3422",5,2,3,5,0,"Oysterman $7w","Oyster Dealer",0,0,0
"3423",9,4,5,7,2,"Porter $5w","Washing & Ironing",0,1,6
"3425",3,1,2,1,2,"Hod Carrier","Sorts Rags 25cts per day",0,0,0
"3426",4,1,3,3,1,"Waiter $12mo","Mantua Maker $2.00w",0,3,0
"3427",2,1,1,0,2,"Laborer $5w","washing & Ironing",0,0,1
"3428",11,6,5,3,8,"Seaman $25mo","Washing & Ironing $20mo",0,7,6
"3429",7,4,3,5,2,"Seaman $20mo","Washing & Ironing",0,0,3
"3430",2,1,1,2,0,"Jobbing $3w","Whitewasher  $3w",0,2,0
"3431",3,2,1,3,0,"2 Laborers","1 Days Work",0,0,1
"3432",3,2,1,1,2,"Bar Tender $5w","House Work",0,0,1
"3434",4,2,2,3,1,"Porter in Store $6w","Washing & General Work",0,1,0
"3435",5,2,3,3,2,"Public Porter $5w","Washing & General Work",0,4,0
"3436",0,4,1,1,3,"Public Porter","3 Work per Day",0,1,0
"3437",4,1,3,3,1,"Shoe Maker","Cook: unemployed",0,0,2
"3438",6,3,3,3,3,"Hominey Man","2 Cut Rags",0,1,0
"3441",4,3,1,2,2,"Laborer $4w","Washing & Ironing",0,1,0
"3442",4,1,3,2,2,"Seaman $12mo","Washing & Ironing",0,1,0
"3443",2,1,1,0,2,"Works on Wharf","Rag Picker & Days Work",0,0,0
"3445",6,1,5,1,5,"Public Waiter 30mo","Cooking etc. $3.50w",0,0,6
"3446",8,4,4,8,0,"Oysterman 24mo","House Work",0,0,6
"3447",8,5,3,8,0,"Porter in Store $7.50w","House Keeper",0,4,3
"3450",4,1,3,0,3,"Oysterman","Drives Sweep",0,3,1
"3451",8,4,4,8,0,"Seaman $20mo","Washing & Ironing",0,0,0
"3452",7,5,2,3,4,"Carter (his own) $5w","Washing & Ironing",0,4,2
"3453",3,1,2,1,2,"Coachman 25mo","Sewing (Plain)",0,0,1
"3454",8,5,3,6,2,"Brick (6mo) 36mo","Washing & Ironing",0,0,1
"3455",3,1,2,1,2,"Works on Wharf","Makes Mats",0,0,1
"3457",3,2,1,2,1,"Waiter 12mo","Washing & Ironing",0,0,3
"3458",4,2,2,2,2,"2 Rag & Bone etc","2 Rag & Bone",0,0,0
"3459",3,1,2,1,2,"Laborer $5w","washing & Ironing",0,1,0
"3460",2,1,1,2,0,"Jobbing","Washing & Days Work",0,0,1
"3461",3,1,2,3,0,"Waiter $15mo","Cook $1.50",0,2,1
"3462",2,1,1,0,2,"Laborer","Washing",0,0,0
"3463",2,1,1,0,2,"Seaman 20mo","Washing & Ironing",0,1,0
"3464",2,1,1,0,2,"Waterman $15mo","Days Work one day 37 1/2",0,0,0
"3465",6,2,4,1,5,"Tailor $5w","Mantua Maker",0,0,6
"3466",2,1,1,0,2,"Waiter $12mo","Cook $1.50w",1,0,0
"3468",5,2,3,2,3,"Iron Foundry $7w","House cleaning",0,1,2
"3469",2,1,1,1,1,"Porter","Days Work",0,1,0
"3470",5,3,2,4,1,"Tailor & Draper $35mo","Mantua Maker",0,0,3
"3473",2,1,1,2,0,"Shipping Master $300y","House Work",0,0,2
"3474",5,1,4,3,2,"Laborer $3w","Washing & Ironing",0,1,0
"3475",2,1,1,1,1,"Coal Carrier","Days Work",0,0,1
"3477",3,1,2,0,3,"Rag & Bone","Rag & Bone",0,0,0
"3478",4,2,2,2,2,"1 Sweep Master, 1 Coachman","2 Days Work Washing",0,2,1
"3479",6,2,4,4,0,"Laborer $5w","Washing & Ironing",0,0,0
"3480",4,1,3,4,0,"Porter in Store $6w","Washing & etc $15mo",0,0,1
"3481",3,2,1,3,0,"Seaman $20mo","House Work",0,0,0
"3482",2,1,1,0,0,"Labourer $6w","Washing & Ironing",0,1,0
"3484",5,3,2,0,5,"Jobbing $4w","House Cleaning",0,1,0
"3485",4,2,2,2,2,"Porter $4.50w","Washing & Ironing",0,2,1
"3489",5,2,3,1,4,"Brick Maker $30mo","Washing & Ironing",0,3,2
"3491",3,2,1,1,2,"Seaman 20mo","Washing",0,0,1
"3492",2,1,1,2,0,"Rag & Bone","Rag & Bone",0,0,0
"3493",3,2,1,1,2,"Preacher $100y","Washing & Ironing",0,1,1
"3494",3,1,2,0,3,"Ship Carpenter 500y","Cake Shop Keeper",3,0,1
"3495",4,2,2,2,2,"Works on Wharf","Picks & Cuts Rags",0,1,0
"3496",3,1,2,0,2,"Jobbing $5w","Washing & Whitewashing",0,1,1
"3497",2,1,1,0,2,"Jobbing","Washing",2,0,0
"3499",3,2,1,3,0,"Farmer","Days Work Cooking Etc",1,2,1
"3500",3,2,1,1,2,"Jobbing $5w","House Cleaning & Washing",0,0,0
"3501",5,2,3,4,1,"Drayman $7w","Washing & Ironing",0,0,5
"3502",2,1,1,2,0,"HairDresser 16w","House Work",0,0,1
"3503",2,1,1,1,0,"Boot Cleaner &c $18mo","Washing & Ironing",0,0,0
"3505",2,1,1,1,1,"Seaman 18mo","Cook $1.25w",0,0,2
"3507",4,1,3,4,0,"Waiter $12mo","Washing",0,0,1
"3508",4,1,3,3,1,"Porter in Store $5.00w","Days Work etc",0,0,4
"3509",4,1,3,3,1,"Porter 5w","Washing",0,0,2
"3510",6,4,2,3,3,"Attends the Sick","Washing Day Work",1,0,0
"3511",2,1,1,2,0,"Seaman 20mo","Cook 2.00w",0,2,1
"3514",2,1,1,2,0,"Waiter $14mo","cook $1.50",0,1,1
"3515",3,2,1,3,0,"Waiter 12mo","Ornamental Basket Maker",0,0,1
"3516",5,2,3,3,2,"Laborer $4w","Washing & Ironing",0,0,0
"3518",2,1,1,1,1,"Carter (his own) $6w","Keeps Cake shop",0,0,0
"3520",7,3,4,3,4,"Waiter $10mo","Washing & Ironing $18mo",0,7,6
"3521",3,1,2,1,2,"Waiter $10mo","Afflicted: Rhumatism",1,0,1
"3522",9,2,7,8,1,"Ship Carpenter $10w","Washing",0,0,0
"3523",2,1,1,2,0,"Laborer & Hog Dealer $6w","Washing & Ironing",0,0,0
"3524",2,1,1,0,2,"Porter $4w","Washing",0,0,2
"3525",9,3,6,8,1,"Carter (his Own) $30mo","Washing & Ironing",0,0,4
"3526",4,1,3,1,3,"Seaman $18mo","Washing & Ironing",0,0,0
"3527",3,1,2,3,0,"Coal Carrier $2.50w","Has 3 days Work $1.25",0,1,0
"3530",2,1,1,1,1,"Laborer","keeps victualing cellar",0,0,0
"3532",2,1,1,0,2,"Jobbing $4w","Washing & Ironing",0,0,0
"3533",7,4,3,4,3,"Oysterman $6w","Raise Hogs",0,0,1
"3535",5,2,3,5,0,"Coachman 20mo","Washing & Ironing",0,0,1
"3536",4,2,2,2,2,"Night Work","2 at house of Industry",0,0,0
"3537",6,4,2,5,1,"Laborer $4w","unemployed",0,0,0
"3538",5,2,3,3,2,"Homoney Dealer $5w","Washing & Ironing",0,1,0
"3539",3,1,2,3,0,"Laborer $6w","Washing & Ironing",0,0,1
"3541",5,2,3,4,1,"Wood Sawyer $4w","Washing & Ironing",0,0,4
"3542",6,3,3,4,2,"Public Waiter 20mo","Seamstress $3w",0,3,1
"3544",6,3,3,4,2,"Well Digging & Sink Cleaner 4800y","House Work At Home",0,0,1
"3545",5,4,1,3,2,"Wood Sawyer $3w","Weakly",0,0,2
"3546",2,1,1,0,2,"Porter $6w","Washibg & Ironing",0,0,0
"3547",5,3,2,2,3,"Waiter $12mo","Washing & Ironing",0,3,1
"3548",4,3,1,2,2,"Porter $4w","Washing & Ironinng",0,0,1
"3550",2,1,1,0,2,"Brick Maker 36mo","Washing & Ironing",0,0,1
"3552",3,1,2,1,2,"Laborer","Days Work",0,0,1
"3554",2,1,1,0,2,"Seaman 20mo","Sewing",0,2,1
"3555",6,3,3,6,0,"Waiter $20mo","Washing",0,0,3
"3556",3,1,2,1,2,"Seaman $20mo","Washing & ironing",0,0,1
"3558",4,2,2,2,2,"Jobbing $4w","Washing & Ironing",0,0,0
"3559",9,7,2,7,2,"Porter in Store $6w","Washing & Ironing",0,0,6
"3560",2,1,1,0,2,"Jobbing & $3.50w","Washing & Ironing",0,1,0
"3561",4,1,3,0,4,"Laborer $6w","Washing & Ironing",2,1,0
"3563",6,3,3,4,2,"Waiter $12mo","Washing & Ironing",0,0,6
"3564",3,1,2,3,0,"Laborer $4w","Washing & Ironing",0,0,3
"3565",3,2,1,1,2,"Hod Carrier","umemployed",0,0,1
"3567",4,1,3,1,3,"Rag & Bone","2 Days Work etc",2,0,0
"3568",4,2,2,0,4,"Brick Maker $30mo","House Work",0,0,3
"3569",3,1,2,2,1,"Oysterman $300y","House Work",0,0,2
"3570",5,2,3,4,1,"Hair Dresser $14w","House Work",0,3,2
"3572",5,2,3,2,3,"Seaman $18mo","Washing & Ironing",0,0,0
"3573",2,1,1,2,0,"Seaman $18mo","Washing & Ironing",0,0,0
"3578",8,4,4,6,2,"Brick Maker $18mo","Washing & Cooking $1.75w",0,2,1
"3579",8,5,3,5,3,"Boot Cleaner $6w","Washing & Ironing",0,0,4
"3580",6,3,3,0,6,"Wood Sawyer $4w","Washing & Ironing",0,2,0
"3581",5,2,3,5,0,"Cabinet Maker $4w","Washing",0,0,3
"3582",7,5,2,7,0,"Hair Dresser 500y","House Work",0,6,5
"3584",4,2,2,2,2,"Porter $4w","Washing & Ironing",0,0,1
"3585",1,1,0,0,1,"Waiter on Steam Boat","16mo",0,1,0
"3588",3,1,2,2,1,"Seaman $20mo","Washing & Ironing",0,0,0
"3589",2,1,1,0,2,"Night Work","Rag Picker",0,0,0
"3590",9,6,3,6,3,"Porter 6w","Washing",0,2,1
"3591",3,1,2,0,3,"Jobbing","Washing & Ironing Regularly $20qt",0,0,1
"3592",9,5,4,4,5,"Carter $5w","Washing & Ironing",0,3,0
"3594",3,1,2,1,2,"Waiter 12mo","Washing",0,2,1
"3595",3,1,2,0,3,"Laborer 4w","Seamstress $3.00w",0,2,1
"3596",4,1,3,3,1,"Rag & Bone","1 Rag & Bone 2 at House of Industry",0,0,3
"3597",2,1,1,0,2,"Rag & Bone","Rag & Bone",0,0,0
"3598",4,2,2,0,4,"1 works in Market 1 Wood Sawyer","Work at Home",0,0,0
"3599",2,1,1,2,0,"Clergyman 280y","House Work",0,0,2
"3601",4,1,3,1,3,"Porter in Store $6w","Washing & Ironing",0,0,1
"3602",7,4,3,7,0,"Laborer","Days Work one day 75cts",0,1,0
"3603",5,2,3,3,2,"Oystrman 4.50w","House Work",0,2,0
"3605",2,1,1,0,2,"Livery Stable 1200y","House Work",0,2,1
"3606",3,2,1,3,0,"Waiter 14mo","Seamstress",0,2,1
"3607",6,3,3,4,2,"Oysterman 5w","Wasing & Ironing",0,0,2
"3608",6,3,3,4,2,"in Jewelry Store $6w","Mantua Maker $4w",0,1,1
"3609",8,3,5,5,3,"Porter","Washing",0,2,0
"3610",5,2,3,0,2,"Coachman $12mo","Washing & Ironing 12mo",0,1,0
"3611",4,2,2,3,1,"Waiter 15mo","Dress Maker",0,0,1
"3612",4,3,1,1,3,"Whitewasher 19mo","House Work",0,0,3
"3613",2,1,1,2,0,"Seaman 20mo","Washing & Ironing",0,0,0
"3614",5,1,4,3,2,"Seaman 20mo","Washing & Ironing",0,0,2
